Job,Link,Company,Date,Rating,Timestamp,City,Internship,Salary,Currency,B/N,Explored,Details,Keywords
Software Developer - Full Stack,job/4480946,ГРАФИКСОФТ ООД,31.08.18,diamond,10.09.18,София,0,0,0,0,1,,
"Senior System Administrator with French,Italian,German or Dutch,Spanish,Portuguese",job/4502970,Астреа Рикрутмънт ЕООД,31.08.18,diamond,10.09.18,София,0,0,0,0,1,,
"Night Shift IT Operations Support Specialist with Spanish,Polish,German,French,Italian,Dutch or Port",job/4502955,Астреа Рикрутмънт ЕООД,31.08.18,diamond,10.09.18,София,0,3500,BGN,Бруто,1,,
Software Engineer in Test Automation,job/4502929,Paysafe Bulgaria EOOD,31.08.18,diamond,10.09.18,София,0,0,0,0,1,,
User Experience Specialist,job/4502915,МИНЕРВА ЕВРОПЕЙСКИ РАЗВОЕН ЦЕНТЪР ЕООД,31.08.18,diamond,10.09.18,София,0,0,0,0,1,,
"Social Media Analysts with German, Spanish, Portuguese, Czech, French, Polish or Hungarian",job/4502913,Астреа Рикрутмънт ЕООД,31.08.18,diamond,10.09.18,София,0,2300,BGN,Бруто,1,,
Security Engineer,job/4502896,ЕС БИ ТЕК (ГЛОБЪЛ) ЛИМИТЕД - КЛОН БЪЛГАРИЯ КЧТ,31.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Senior .NET C# Developer,job/4502867,Datex Bulgaria EOOD,31.08.18,diamond,10.09.18,Дистанционна работа,0,"('3000', '6000')",BGN,Нето,1,,
Customer Support Specialist fluent in Romanian for HP Account,job/4502764,TTEC Eastern Europe EAD,31.08.18,diamond,10.09.18,София,0,"('1500', '2000')",BGN,Бруто,1,,
Customer Service Representative with English,job/4479222,Hosting Solutions Ltd,31.08.18,diamond,10.09.18,Пловдив,0,0,0,0,1,,
Oracle developer,job/4502663,MUSALA SOFT AD,31.08.18,diamond,10.09.18,София,0,0,0,0,1,,
iOS Developers,job/4502653,MUSALA SOFT AD,31.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Full-Stack Developer,job/4502619,ДЕВИЖЪН ООД,31.08.18,diamond,10.09.18,София,0,0,0,0,1,,
WEB DEVELOPER,job/4502353,СОФИЯ МАРИН ЕООД,31.08.18,diamond,10.09.18,София,0,0,0,0,1,,
DATA OPERATOR,job/4502351,СОФИЯ МАРИН ЕООД,31.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Senior Full-Stack Developer,job/4502431,Micro Focus / Entco Bulgaria EOOD,31.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Technical Engineer with French and English (API Integration),job/4502109,Pontica Solutions Ltd.,31.08.18,diamond,10.09.18,София,0,0,0,0,1,,
IT APPLICATION DEVELOPER,job/4502215,Зеебургер Информатик ЕООД,31.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Python + Django Web Developer,job/4502212,Кънвиниънс АД,31.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Senior Full Stack Web Software Engineer,job/4502156,Zuhlke Engineering EOOD,31.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Java програмист,job/4502142,Абати АД,31.08.18,diamond,10.09.18,София,0,"('2200', '4000')",BGN,Нето,1,,
Java Software Engineer,job/4502110,Zuhlke Engineering EOOD,31.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Senior Java Developer,job/4502099,Micro Focus / Entco Bulgaria EOOD,31.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Senior Java Software Engineer,job/4502094,Zuhlke Engineering EOOD,31.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Software Developers and Electronics Engineers,job/4482219,Broadcom Bulgaria LLC,31.08.18,diamond,10.09.18,Варна,0,0,0,0,1,,
Software Developers and Electronics Engineers,job/4482213,Broadcom Bulgaria LLC,31.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Software Developers and Electronics Engineers,job/4482250,Broadcom Bulgaria LLC,31.08.18,diamond,10.09.18,Пловдив,0,0,0,0,1,,
Кол Център Агенти с Френски/ Немски/ Италиански/ Испански/ Полски/ Португалски/ Холандски език,job/4501810,МЕНПАУЪР БЪЛГАРИЯ ООД,31.08.18,diamond,10.09.18,София,0,"('1600', '3000')",BGN,Бруто,1,,
Senior Full Stack Developer,job/4501859,еАсист ООД,31.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Technical Support with FRENCH,job/4501289,Proxiad Bulgaria,31.08.18,diamond,10.09.18,София,0,0,0,0,1,,
LEVEL 2 TECHNICAL SUPPORT SPECIALIST WITH POLISH AND ENGLISH,job/4501677,ALORICA BULGARIA EOOD,31.08.18,diamond,10.09.18,София,0,"('2300', '2500')",BGN,Нето,1,,
Customer Relations Specialist with German/ Italian/ French/ Spanish/ Turkish/ Russian,job/4501668,TTEC Eastern Europe EAD,31.08.18,diamond,10.09.18,София,0,"('2100', '2300')",BGN,Бруто,1,,
LEVEL 1 TECHNICAL SUPPORT SPECIALIST WITH POLISH AND ENGLISH,job/4501664,ALORICA BULGARIA EOOD,31.08.18,diamond,10.09.18,София,0,"('1800', '2000')",BGN,Нето,1,,
TECHNICAL SUPPORT SPECIALIST WITH CZECH/SLOVAK AND ENGLISH,job/4501655,ALORICA BULGARIA EOOD,31.08.18,diamond,10.09.18,София,0,"('1800', '2000')",BGN,Нето,1,,
Front-End Developer,job/4501643,ДАНТЕК ООД,31.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Algorithm Developer,job/4495572,ЕС БИ ТЕК (ГЛОБЪЛ) ЛИМИТЕД - КЛОН БЪЛГАРИЯ КЧТ,31.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Database Specialist,job/4501172,ACCEDIA JSC,31.08.18,diamond,10.09.18,София,0,0,0,0,1,,
BI/Data Integration Developer,job/4501396,Datex Bulgaria EOOD,31.08.18,diamond,10.09.18,София,0,"('2000', '4000')",BGN,Нето,1,,
Graduate Business Analyst - Global Operational Reporting & Analytics Team,job/4501481,HP Inc Bulgaria EOOD,31.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Кабелен техник,job/4501427,КАБЕЛ ТВ СТРОЙ АД,31.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Senior Web Developer,job/4501394,Datex Bulgaria EOOD,31.08.18,diamond,10.09.18,София,0,"('3000', '6000')",BGN,Нето,1,,
Senior .NET Software Engineer,job/4501286,Zuhlke Engineering EOOD,31.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Technical Support Engineer,job/4501167,"GfK Bulgaria, Market Research Institute",30.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Senior Full-Stack Developer,job/4501115,MentorMate Bulgaria Ltd.,30.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Senior JavaScript  Developer,job/4501114,MentorMate Bulgaria Ltd.,30.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Big Data Engineer for Autonomous Driving Cars,job/4500858,DXC Technology / Enterprise Services Bulgaria EOOD,30.08.18,diamond,10.09.18,София,0,0,0,0,1,,
IT Academy Teacher,job/4500936,СОФТСЪРВ БЪЛГАРИЯ ЕООД,30.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Research Interviewer with German,job/4475968,TTEC Eastern Europe EAD,30.08.18,diamond,10.09.18,Пловдив,0,0,0,0,1,,
Ramp Agent – Sofia Airport,job/4500399,ГОЛДЕЪР ХЕНДЛИНГ БЪЛГАРИЯ ООД,30.08.18,diamond,10.09.18,София,0,0,0,0,1,,
IT Manager,job/4500712,ДОПАМИН ЕООД,30.08.18,diamond,10.09.18,София,0,0,0,0,1,,
AngularJS Developer,job/4500815,НЮКРИПТОБЛОК ООД,30.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Agile Project Coordinator,job/4500733,ЕС БИ ТЕК (ГЛОБЪЛ) ЛИМИТЕД - КЛОН БЪЛГАРИЯ КЧТ,30.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Customer Support Representatives with Fluent English,job/4500720,ЕС БИ ТЕК (ГЛОБЪЛ) ЛИМИТЕД - КЛОН БЪЛГАРИЯ КЧТ,30.08.18,diamond,10.09.18,Пловдив,0,0,0,0,1,,
Senior UI Engineer - Platform Services,job/4500289,Paysafe Bulgaria EOOD,30.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Application Security Analyst,job/4500286,Paysafe Bulgaria EOOD,30.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Senior Android Developer,job/4500292,Paysafe Bulgaria EOOD,30.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Back-end Developer (Betting),job/4500026,ЕС БИ ТЕК (ГЛОБЪЛ) ЛИМИТЕД - КЛОН БЪЛГАРИЯ КЧТ,30.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Back-end Developer (PS),job/4500116,ЕС БИ ТЕК (ГЛОБЪЛ) ЛИМИТЕД - КЛОН БЪЛГАРИЯ КЧТ,30.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Junior PHP Developer,job/4500492,АТЕНДИА ЕООД,30.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Front-end developer,job/4500658,Processflows (UK) Limited - BRANCH BULGARIA,30.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Customer Service Representative with Spanish and English,job/4500657,SiteGround Hosting EOOD,30.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Customer Service Representative with Italian and English,job/4500651,SiteGround Hosting EOOD,30.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Customer Service Representative with Italian and English,job/4500648,SiteGround Hosting EOOD,30.08.18,diamond,10.09.18,Пловдив,0,0,0,0,1,,
Customer Service Representative with Spanish and English,job/4500655,SiteGround Hosting EOOD,30.08.18,diamond,10.09.18,Пловдив,0,0,0,0,1,,
ITSM Tool Designer,job/4500256,"GfK Bulgaria, Market Research Institute",30.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Junior Interface Customer Support Specialist,job/4500341,"GfK Bulgaria, Market Research Institute",30.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Technical Support with English and French,job/4500274,Taulia Bulgaria EOOD,30.08.18,diamond,10.09.18,София,0,0,0,0,1,,
ASIC Verification Engineer,job/4500189,ПЛДА ЕООД,30.08.18,diamond,10.09.18,София,0,0,0,0,1,,
PHP Developer,job/4494587,FFW Bulgaria EOOD,30.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Network Engineer (IT Engineering Unit),job/4500019,ЕС БИ ТЕК (ГЛОБЪЛ) ЛИМИТЕД - КЛОН БЪЛГАРИЯ КЧТ,30.08.18,diamond,10.09.18,София,0,0,0,0,1,,
DevOps Engineer,job/4500034,Super Dev Ltd.,30.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Service Desk Analyst with French,job/4499328,Инграм Микро ЕсЕсСи ЕМЕА ЕООД,30.08.18,diamond,10.09.18,София,0,0,0,0,1,,
CATALAN AND ENGLISH SPEAKING CUSTOMER SUPPORT REPRESENTATIVE,job/4499320,Sixty K Plc - International Contacts Centres,29.08.18,diamond,10.09.18,София,0,0,0,0,1,,
СЪТРУДНИК ВЪВ ВЪНШНОТЪРГОВСКИ ОТДЕЛ /ОРГАНИЗАТОР ПОРЪЧКИ,job/4499307,Стемо ООД,29.08.18,diamond,10.09.18,Габрово,0,0,0,0,1,,
Manual QA,job/4499039,ЕС БИ ТЕК (ГЛОБЪЛ) ЛИМИТЕД - КЛОН БЪЛГАРИЯ КЧТ,29.08.18,diamond,10.09.18,Пловдив,0,0,0,0,1,,
Senior UX/UI Designer,job/4499092,MentorMate Bulgaria Ltd.,29.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Node.js/ Back-End Developer,job/4479952,ЕС БИ ТЕК (ГЛОБЪЛ) ЛИМИТЕД - КЛОН БЪЛГАРИЯ КЧТ,29.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Front-end Developer,job/4494619,МЕНПАУЪР БЪЛГАРИЯ ООД,29.08.18,diamond,10.09.18,София,0,"('3000', '6000')",BGN,Нето,1,,
Fullstack Software Engineer,job/4498936,Westernacher & Partner Consulting EOOD,29.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Senior Front-end Software Engineer,job/4498932,Westernacher & Partner Consulting EOOD,29.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Junior SAP Consultant with German,job/4498929,Westernacher & Partner Consulting EOOD,29.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Fullstack JS Software Engineer,job/4498347,Proxiad Bulgaria,29.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Senior Java Software Engineer,job/4498861,Westernacher & Partner Consulting EOOD,29.08.18,diamond,10.09.18,София,0,0,0,0,1,,
"Product Manager, Remittance",job/4498589,Paysafe Bulgaria EOOD,29.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Django Developer,job/4498647,Processflows (UK) Limited - BRANCH BULGARIA,29.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Senior Salesforce Developer,job/4498366,Accenture Bulgaria EOOD,29.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Senior Salesforce Developer,job/4498367,Accenture Bulgaria EOOD,29.08.18,diamond,10.09.18,Пловдив,0,0,0,0,1,,
Senior Linux System Administrator (DevOps Team),job/4498322,ДОПАМИН ЕООД,29.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Senior JavaScript Developer (Full-stack / Back-end),job/4477106,Processflows (UK) Limited - BRANCH BULGARIA,29.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Front End JS Game Software Developer,job/4498522,IGP Technologies Ltd,29.08.18,diamond,10.09.18,Дистанционна работа,0,"('3500', '6500')",BGN,Бруто,1,,
Node.js Server Software Developer,job/4498513,IGP Technologies Ltd,29.08.18,diamond,10.09.18,Дистанционна работа,0,"('3500', '6500')",BGN,Бруто,1,,
Scrum Master (Betting Unit),job/4498213,ЕС БИ ТЕК (ГЛОБЪЛ) ЛИМИТЕД - КЛОН БЪЛГАРИЯ КЧТ,29.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Senior .NET Developer,job/4498120,Ендава ЕООД,29.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Android Mobile Developer for Smart Home (IoT),job/4498476,деволо България ЕООД,29.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Experienced Ruby on Rails Developer,job/4498201,Paysafe Bulgaria EOOD,29.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Full-stack Web Developer,job/4498441,АТИА EООД,29.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Customer Care Agent with English and Spanish,job/4498308,Processflows (UK) Limited - BRANCH BULGARIA,29.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Software Technical Support Agent with French,job/4498245,Processflows (UK) Limited - BRANCH BULGARIA,29.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Environmental Support Specialist with French or Spanish for HP Account,job/4498156,TTEC Eastern Europe EAD,29.08.18,diamond,10.09.18,София,0,"('2000', '2200')",BGN,Бруто,1,,
Технически сътрудник (цифрова телевизия и интернет) – почасов или пълен работен ден,job/4476278,TTEC Eastern Europe EAD,29.08.18,diamond,10.09.18,Пловдив,0,0,0,0,1,,
Software Web Developer (.NET),job/4498046,"GfK Bulgaria, Market Research Institute",29.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Reporting Specialist with English for HP Account,job/4498014,TTEC Eastern Europe EAD,29.08.18,diamond,10.09.18,София,0,"('1600', '2200')",BGN,Бруто,1,,
Identity and Access Management Administrator with Linux,job/4497772,Kaufland Service EOOD,29.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Corporate Finance Analyst FP&A/Controlling,job/4497434,Инграм Микро ЕсЕсСи ЕМЕА ЕООД,29.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Sales Executive with German,job/4497430,Инграм Микро ЕсЕсСи ЕМЕА ЕООД,29.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Java Developer,job/4497353,MentorMate Bulgaria Ltd.,29.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Head of Sales,job/4497829,Stanton Chase International Ltd.,29.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Linux DevOps Engineer,job/4497692,MOORCODE SOFIA Ltd.,29.08.18,diamond,10.09.18,София,0,"('3000', '5000')",BGN,Нето,1,,
JAVA Professional,job/4497201,Софтуер АГ Дивелъпмънт Център България ЕООД,29.08.18,diamond,10.09.18,София,0,0,0,0,1,,
(Senior) IoT / Industry 4.0 / Big Data Consultant / Developer,job/4497199,Софтуер АГ Дивелъпмънт Център България ЕООД,29.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Enterprise Software Consultant / Developer with German,job/4497193,Софтуер АГ Дивелъпмънт Център България ЕООД,29.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Collections Agent,job/4486894,Hostway Bulgaria EAD,29.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Software Development Lead - Front-end,job/4496829,MentorMate Bulgaria Ltd.,28.08.18,diamond,10.09.18,Пловдив,0,0,0,0,1,,
Mobile QA Engineer,job/4475306,ЕС БИ ТЕК (ГЛОБЪЛ) ЛИМИТЕД - КЛОН БЪЛГАРИЯ КЧТ,28.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Software Engineer - Machine control,job/4496805,SENSATA TECHNOLOGIES BULGARIA Ltd.,28.08.18,diamond,10.09.18,Ботевград,0,0,0,0,1,,
UX Architect,job/4496656,Paysafe Bulgaria EOOD,28.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Mechanical Design Engineer,job/4496782,ФЕСТО ПРОИЗВОДСТВО ЕООД,28.08.18,diamond,10.09.18,София,0,0,0,0,1,,
ПРИЕМЧИК В СЕРВИЗНИЯ ОТДЕЛ / ФРОНТ ОФИС СЕРВИЗ,job/4496811,Стемо ООД,28.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Technical Solutions Consultant with German and English,job/4496634,TELUS INTERNATIONAL EUROPE / CALLPOINT NEW EUROPE,28.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Senior Manual QA,job/4496020,ЕС БИ ТЕК (ГЛОБЪЛ) ЛИМИТЕД - КЛОН БЪЛГАРИЯ КЧТ,28.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Angular Developer,job/4495987,Катенейт България ООД,28.08.18,diamond,10.09.18,София,0,0,0,0,1,,
SW Test Team Lead,job/4496171,AMDOCS BULGARIA EOOD,28.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Junior Software / SRE Engineer,job/4496083,VMware Bulgaria,28.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Software Developer,job/4495935,DEVAZILLA EOOD,28.08.18,diamond,10.09.18,София,0,"('3000', '5000')",BGN,Нето,1,,
Process Manager,job/4495782,Електросфера ЕООД,28.08.18,diamond,10.09.18,София,0,0,0,0,1,,
"Client Advisor Fluent in one of the languages: German, French, Spanish, Dutch",job/4495859,Sixty K Plc - International Contacts Centres,28.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Team Lead Technical Support with French,job/4495602,Proxiad Bulgaria,28.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Full-Stack Developer (Online department),job/4495620,ЕС БИ ТЕК (ГЛОБЪЛ) ЛИМИТЕД - КЛОН БЪЛГАРИЯ КЧТ,28.08.18,diamond,10.09.18,София,0,0,0,0,1,,
.NET Developer,job/4495591,ЕС БИ ТЕК (ГЛОБЪЛ) ЛИМИТЕД - КЛОН БЪЛГАРИЯ КЧТ,28.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Senior Java Engineers,job/4495723,БЛОКСФЕРА ЕООД,28.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Senior Full Stack Javascript Developer,job/4494341,d. ventures bulgaria EOOD,28.08.18,diamond,10.09.18,София,0,5500,BGN,Нето,1,,
PHP Developer,job/4495522,Pontica Solutions Ltd.,28.08.18,diamond,10.09.18,София,0,0,0,0,1,,
Part - time Licensing Administrator with German,job/4495089,Инграм Микро ЕсЕсСи ЕМЕА ЕООД,28.08.18,diamond,10.09.18,София,0,0,0,0,1,,
